Dex,Name,Type1,Type2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Level-Up Moves
325,Spoink,Psychic,,60,25,35,70,80,60,330,Splash (Lv 1); Confusion (Lv 7); Growl (Lv 10); Psybeam (Lv 14); Psych Up (Lv 18); Confuse Ray (Lv 22); Rest (Lv 29); Power Gem (Lv 29); Snore (Lv 33); Psyshock (Lv 38); Payback (Lv 40); Psychic (Lv 44); Bounce (Lv 50)
326,Grumpig,Psychic,,80,45,65,90,110,80,470,Teeter Dance (Lv 0); Psybeam (Lv 1); Confusion (Lv 1); Splash (Lv 1); Belch (Lv 1); Psych Up (Lv 18); Confuse Ray (Lv 22); Zen Headbutt (Lv 26); Power Gem (Lv 29); Rest (Lv 35); Snore (Lv 35); Psyshock (Lv 42); Payback (Lv 46); Psychic (Lv 52); Bounce (Lv 60)
327,Spinda,Normal,,60,60,60,60,60,60,360,Tackle (Lv 1); Copycat (Lv 5); Feint Attack (Lv 10); Psybeam (Lv 14); Hypnosis (Lv 19); Dizzy Punch (Lv 23); Sucker Punch (Lv 28); Teeter Dance (Lv 32); Uproar (Lv 37); Psych Up (Lv 41); Double-Edge (Lv 46); Flail (Lv 50); Thrash (Lv 55)
328,Trapinch,Ground,,45,100,45,45,45,10,290,Sand Attack (Lv 1); Astonish (Lv 1); Bite (Lv 8); Mud-Slap (Lv 12); Sand Tomb (Lv 16); Bulldoze (Lv 20); Dig (Lv 24); Crunch (Lv 28); Sandstorm (Lv 32); Earth Power (Lv 36); Earthquake (Lv 40); Superpower (Lv 44); Fissure (Lv 48)
329,Vibrava,Ground,Dragon,50,70,50,50,50,70,340,Dragon Breath (Lv 0); Sand Attack (Lv 1); Bite (Lv 1); Dig (Lv 1); Mud-Slap (Lv 12); Sand Tomb (Lv 16); Dragon Tail (Lv 20); Screech (Lv 24); Bug Buzz (Lv 28); Sandstorm (Lv 32); Earth Power (Lv 38); Earthquake (Lv 44); Uproar (Lv 50); Dragon Rush (Lv 56); Boomburst (Lv 62)
330,Flygon,Ground,Dragon,80,100,80,80,80,100,520,Dragon Claw (Lv 0); Sand Attack (Lv 1); Supersonic (Lv 1); Dragon Breath (Lv 1); Bulldoze (Lv 1); Mud-Slap (Lv 12); Sand Tomb (Lv 16); Dragon Tail (Lv 20); Screech (Lv 24); Bug Buzz (Lv 28); Sandstorm (Lv 32); Earth Power (Lv 38); Earthquake (Lv 44); Uproar (Lv 52); Dragon Rush (Lv 60); Boomburst (Lv 68)
331,Cacnea,Grass,,50,85,40,85,40,35,335,Poison Sting (Lv 1); Leer (Lv 1); Absorb (Lv 4); Growth (Lv 7); Leech Seed (Lv 10); Sand Attack (Lv 13); Bullet Seed (Lv 16); Power Trip (Lv 19); Ingrain (Lv 22); Payback (Lv 26); Spikes (Lv 30); Sucker Punch (Lv 34); Pin Missile (Lv 38); Energy Ball (Lv 42); Cotton Spore (Lv 46); Sandstorm (Lv 50); Destiny Bond (Lv 54)
332,Cacturne,Grass,Dark,70,115,60,115,60,55,475,Spiky Shield (Lv 0); Poison Sting (Lv 1); Leer (Lv 1); Absorb (Lv 1); Growth (Lv 1); Destiny Bond (Lv 1); Leech Seed (Lv 10); Sand Attack (Lv 13); Bullet Seed (Lv 16); Power Trip (Lv 19); Ingrain (Lv 22); Payback (Lv 26); Spikes (Lv 30); Sucker Punch (Lv 35); Pin Missile (Lv 38); Energy Ball (Lv 44); Cotton Spore (Lv 49); Sandstorm (Lv 54)
333,Swablu,Normal,Flying,45,40,60,40,75,50,310,Growl (Lv 1); Peck (Lv 1); Disarming Voice (Lv 4); Mist (Lv 8); Fury Attack (Lv 12); Round (Lv 16); Dragon Breath (Lv 20); Safeguard (Lv 24); Sing (Lv 28); Cotton Guard (Lv 32); Take Down (Lv 36); Moonblast (Lv 40); Perish Song (Lv 44)
334,Altaria,Dragon,Flying,75,70,90,70,105,80,490,Dragon Pulse (Lv 0); Growl (Lv 1); Mist (Lv 1); Peck (Lv 1); Pluck (Lv 1); Disarming Voice (Lv 1); Fury Attack (Lv 12); Round (Lv 16); Dragon Breath (Lv 20); Safeguard (Lv 24); Sing (Lv 28); Cotton Guard (Lv 32); Take Down (Lv 38); Moonblast (Lv 44); Perish Song (Lv 50); Sky Attack (Lv 56)
335,Zangoose,Normal,,73,115,60,60,60,90,458,Scratch (Lv 1); Leer (Lv 1); Quick Attack (Lv 5); Fury Cutter (Lv 8); Metal Claw (Lv 12); Hone Claws (Lv 15); Slash (Lv 19); Power Trip (Lv 22); Crush Claw (Lv 26); False Swipe (Lv 29); Switcheroo (Lv 33); Detect (Lv 36); X-Scissor (Lv 40); Taunt (Lv 43); Swords Dance (Lv 47); Close Combat (Lv 50)
336,Seviper,Poison,,73,100,60,100,60,65,458,Wrap (Lv 1); Swagger (Lv 1); Bite (Lv 4); Lick (Lv 6); Poison Tail (Lv 9); Feint (Lv 11); Screech (Lv 14); Glare (Lv 19); Poison Fang (Lv 21); Venoshock (Lv 24); Gastro Acid (Lv 29); Poison Jab (Lv 31); Haze (Lv 34); Crunch (Lv 39); Belch (Lv 41); Coil (Lv 44); Sludge Bomb (Lv 46)
337,Lunatone,Rock,Psychic,90,55,65,95,85,70,460,Moonblast (Lv 1); Moonlight (Lv 1); Tackle (Lv 1); Harden (Lv 1); Confusion (Lv 1); Rock Throw (Lv 1); Hypnosis (Lv 5); Rock Polish (Lv 10); Rock Slide (Lv 15); Psyshock (Lv 20); Cosmic Power (Lv 25); Psychic (Lv 30); Stone Edge (Lv 35); Future Sight (Lv 40); Magic Room (Lv 45); Explosion (Lv 50)
338,Solrock,Rock,Psychic,90,95,85,55,65,70,460,Flare Blitz (Lv 1); Morning Sun (Lv 1); Tackle (Lv 1); Harden (Lv 1); Confusion (Lv 1); Rock Throw (Lv 1); Hypnosis (Lv 5); Rock Polish (Lv 10); Rock Slide (Lv 15); Zen Headbutt (Lv 20); Cosmic Power (Lv 25); Psychic (Lv 30); Stone Edge (Lv 35); Solar Beam (Lv 40); Wonder Room (Lv 45); Explosion (Lv 50)
339,Barboach,Water,Ground,50,48,43,46,41,60,288,Water Gun (Lv 1); Mud-Slap (Lv 1); Rest (Lv 6); Snore (Lv 6); Water Pulse (Lv 12); Amnesia (Lv 18); Aqua Tail (Lv 24); Muddy Water (Lv 31); Earthquake (Lv 36); Future Sight (Lv 42); Fissure (Lv 48)
340,Whiscash,Water,Ground,110,78,73,76,71,60,468,Thrash (Lv 0); Water Gun (Lv 1); Rest (Lv 1); Snore (Lv 1); Mud-Slap (Lv 1); Tickle (Lv 1); Zen Headbutt (Lv 1); Belch (Lv 1); Water Pulse (Lv 12); Amnesia (Lv 18); Aqua Tail (Lv 24); Muddy Water (Lv 33); Earthquake (Lv 40); Future Sight (Lv 48); Fissure (Lv 56)
341,Corphish,Water,,43,80,65,50,35,35,308,Water Gun (Lv 1); Harden (Lv 1); Leer (Lv 4); Taunt (Lv 8); Bubble Beam (Lv 12); Knock Off (Lv 16); Double Hit (Lv 20); Protect (Lv 24); Night Slash (Lv 28); Razor Shell (Lv 32); Swords Dance (Lv 36); Crunch (Lv 40); Crabhammer (Lv 44); Endeavor (Lv 48); Guillotine (Lv 52)
342,Crawdaunt,Water,Dark,63,120,85,90,55,55,468,Swift (Lv 0); Leer (Lv 1); Water Gun (Lv 1); Harden (Lv 1); Taunt (Lv 1); Bubble Beam (Lv 12); Knock Off (Lv 16); Double Hit (Lv 20); Protect (Lv 24); Night Slash (Lv 28); Razor Shell (Lv 34); Swords Dance (Lv 40); Crunch (Lv 46); Crabhammer (Lv 52); Endeavor (Lv 58); Guillotine (Lv 64)
343,Baltoy,Ground,Psychic,40,40,55,40,70,55,300,Harden (Lv 1); Mud-Slap (Lv 1); Rapid Spin (Lv 3); Confusion (Lv 6); Rock Tomb (Lv 9); Power Trick (Lv 12); Psybeam (Lv 15); Ancient Power (Lv 18); Imprison (Lv 21); Cosmic Power (Lv 24); Extrasensory (Lv 27); Earth Power (Lv 30); Self-Destruct (Lv 33); Guard Split (Lv 36); Power Split (Lv 36); Sandstorm (Lv 39); Explosion (Lv 42)
344,Claydol,Ground,Psychic,60,70,105,70,120,75,500,Hyper Beam (Lv 0); Teleport (Lv 1); Harden (Lv 1); Mud-Slap (Lv 1); Rapid Spin (Lv 1); Confusion (Lv 1); Rock Tomb (Lv 9); Power Trick (Lv 12); Psybeam (Lv 15); Ancient Power (Lv 18); Imprison (Lv 21); Cosmic Power (Lv 24); Extrasensory (Lv 27); Earth Power (Lv 30); Self-Destruct (Lv 33); Guard Split (Lv 38); Power Split (Lv 38); Sandstorm (Lv 43); Explosion (Lv 48)
345,Lileep,Rock,Grass,66,41,77,61,87,23,355,Wrap (Lv 1); Astonish (Lv 1); Acid (Lv 4); Confuse Ray (Lv 8); Ingrain (Lv 12); Ancient Power (Lv 16); Mega Drain (Lv 20); Brine (Lv 24); Amnesia (Lv 28); Gastro Acid (Lv 32); Giga Drain (Lv 36); Stockpile (Lv 41); Spit Up (Lv 41); Swallow (Lv 41); Energy Ball (Lv 44)
346,Cradily,Rock,Grass,86,81,97,81,107,43,495,Leech Seed (Lv 1); Wrap (Lv 1); Astonish (Lv 1); Acid (Lv 1); Confuse Ray (Lv 1); Ingrain (Lv 12); Ancient Power (Lv 16); Mega Drain (Lv 20); Brine (Lv 24); Amnesia (Lv 28); Gastro Acid (Lv 32); Giga Drain (Lv 36); Stockpile (Lv 43); Spit Up (Lv 43); Swallow (Lv 43); Energy Ball (Lv 48)
347,Anorith,Rock,Bug,45,95,50,40,50,75,355,Fury Cutter (Lv 1); Harden (Lv 1); Water Gun (Lv 4); Smack Down (Lv 8); Metal Claw (Lv 12); Ancient Power (Lv 16); Bug Bite (Lv 20); Brine (Lv 24); Slash (Lv 28); Crush Claw (Lv 32); Rock Blast (Lv 36); Protect (Lv 41); X-Scissor (Lv 44)
348,Armaldo,Rock,Bug,75,125,100,70,80,45,495,Fury Cutter (Lv 1); Harden (Lv 1); Water Gun (Lv 1); Smack Down (Lv 1); Metal Claw (Lv 12); Ancient Power (Lv 16); Bug Bite (Lv 20); Brine (Lv 24); Slash (Lv 28); Crush Claw (Lv 32); Rock Blast (Lv 36); Protect (Lv 43); X-Scissor (Lv 48)
349,Feebas,Water,,20,15,20,10,55,80,200,Splash (Lv 1); Tackle (Lv 15); Flail (Lv 25)
350,Milotic,Water,,95,60,79,100,125,81,540,Water Pulse (Lv 0); Tackle (Lv 1); Wrap (Lv 1); Water Gun (Lv 1); Splash (Lv 1); Flail (Lv 1); Disarming Voice (Lv 4); Twister (Lv 8); Aqua Ring (Lv 12); Attract (Lv 16); Life Dew (Lv 20); Dragon Tail (Lv 24); Recover (Lv 28); Aqua Tail (Lv 32); Safeguard (Lv 36); Surf (Lv 40); Rain Dance (Lv 44); Coil (Lv 48); Hydro Pump (Lv 52)
351,Castform,Normal,,70,70,70,70,70,70,420,Tackle (Lv 1); Water Gun (Lv 10); Ember (Lv 10); Powder Snow (Lv 10); Headbutt (Lv 15); Rain Dance (Lv 20); Sunny Day (Lv 20); Hail (Lv 20); Weather Ball (Lv 25); Hydro Pump (Lv 35); Fire Blast (Lv 35); Blizzard (Lv 35); Hurricane (Lv 45)
352,Kecleon,Normal,,60,90,70,60,120,40,440,Thief (Lv 1); Tail Whip (Lv 1); Astonish (Lv 1); Lick (Lv 1); Scratch (Lv 1); Bind (Lv 4); Shadow Sneak (Lv 7); Feint (Lv 10); Fury Swipes (Lv 13); Feint Attack (Lv 16); Psybeam (Lv 18); Ancient Power (Lv 21); Slash (Lv 25); Camouflage (Lv 30); Shadow Claw (Lv 33); Screech (Lv 38); Substitute (Lv 42); Sucker Punch (Lv 46); Synchronoise (Lv 50)
353,Shuppet,Ghost,,44,75,35,63,33,45,295,Astonish (Lv 1); Screech (Lv 4); Night Shade (Lv 7); Spite (Lv 10); Will-O-Wisp (Lv 16); Shadow Sneak (Lv 19); Hex (Lv 22); Curse (Lv 26); Shadow Ball (Lv 30); Role Play (Lv 34); Sucker Punch (Lv 38); Trick (Lv 42); Phantom Force (Lv 48)
354,Banette,Ghost,,64,115,65,83,63,65,455,Knock Off (Lv 0); Night Shade (Lv 1); Screech (Lv 1); Spite (Lv 1); Will-O-Wisp (Lv 16); Shadow Sneak (Lv 19); Hex (Lv 22); Curse (Lv 26); Shadow Ball (Lv 30); Role Play (Lv 34); Sucker Punch (Lv 40); Trick (Lv 46); Phantom Force (Lv 53)
355,Duskull,Ghost,,20,40,90,30,90,25,295,Leer (Lv 1); Astonish (Lv 1); Disable (Lv 4); Shadow Sneak (Lv 8); Confuse Ray (Lv 12); Night Shade (Lv 16); Payback (Lv 20); Will-O-Wisp (Lv 24); Mean Look (Lv 28); Hex (Lv 32); Curse (Lv 36); Shadow Ball (Lv 40); Future Sight (Lv 44)
356,Dusclops,Ghost,,40,70,130,60,130,25,455,Shadow Punch (Lv 0); Fire Punch (Lv 1); Ice Punch (Lv 1); Thunder Punch (Lv 1); Bind (Lv 1); Leer (Lv 1); Disable (Lv 1); Shadow Sneak (Lv 1); Gravity (Lv 1); Astonish (Lv 1); Confuse Ray (Lv 12); Night Shade (Lv 16); Payback (Lv 20); Will-O-Wisp (Lv 24); Mean Look (Lv 28); Hex (Lv 32); Curse (Lv 36); Shadow Ball (Lv 42); Future Sight (Lv 48)
357,Tropius,Grass,Flying,99,68,83,72,87,51,460,Gust (Lv 1); Leer (Lv 1); Growth (Lv 1); Razor Leaf (Lv 1); Leaf Storm (Lv 1); Sweet Scent (Lv 6); Stomp (Lv 10); Magical Leaf (Lv 16); Whirlwind (Lv 21); Wide Guard (Lv 30); Air Slash (Lv 36); Body Slam (Lv 41); Outrage (Lv 46); Synthesis (Lv 50); Solar Beam (Lv 56)
358,Chimecho,Psychic,,75,50,80,95,90,65,455,Wrap (Lv 1); Growl (Lv 1); Confusion (Lv 1); Astonish (Lv 1); Healing Wish (Lv 1); Yawn (Lv 13); Stored Power (Lv 16); Take Down (Lv 19); Extrasensory (Lv 22); Heal Bell (Lv 27); Uproar (Lv 32); Safeguard (Lv 37); Double-Edge (Lv 42); Heal Pulse (Lv 47)
359,Absol,Dark,,65,130,60,75,60,75,465,Quick Attack (Lv 1); Leer (Lv 1); Double Team (Lv 5); Knock Off (Lv 10); Detect (Lv 15); Taunt (Lv 20); Slash (Lv 25); Night Slash (Lv 30); Focus Energy (Lv 35); Sucker Punch (Lv 40); Swords Dance (Lv 45); Future Sight (Lv 50); Perish Song (Lv 55)
360,Wynaut,Psychic,,95,23,48,23,48,23,260,Counter (Lv 1); Mirror Coat (Lv 1); Safeguard (Lv 1); Destiny Bond (Lv 1); Splash (Lv 1); Charm (Lv 1); Encore (Lv 1); Amnesia (Lv 1)
361,Snorunt,Ice,,50,50,50,50,50,50,300,Headbutt (Lv 1); Powder Snow (Lv 1); Astonish (Lv 1); Leer (Lv 5); Double Team (Lv 10); Ice Shard (Lv 15); Protect (Lv 20); Icy Wind (Lv 25); Frost Breath (Lv 30); Bite (Lv 35); Ice Fang (Lv 40); Snowscape (Lv 45); Weather Ball (Lv 50); Crunch (Lv 55); Blizzard (Lv 60)
362,Glalie,Ice,,80,80,80,80,80,80,480,Freeze-Dry (Lv 0); Headbutt (Lv 1); Leer (Lv 1); Double Team (Lv 1); Powder Snow (Lv 1); Astonish (Lv 1); Sheer Cold (Lv 1); Ice Shard (Lv 15); Protect (Lv 20); Icy Wind (Lv 25); Frost Breath (Lv 30); Bite (Lv 35); Ice Fang (Lv 40); Snowscape (Lv 47); Weather Ball (Lv 54); Crunch (Lv 61); Blizzard (Lv 68)
363,Spheal,Ice,Water,70,40,50,55,50,25,290,Rollout (Lv 1); Defense Curl (Lv 1); Growl (Lv 4); Water Gun (Lv 8); Powder Snow (Lv 12); Rest (Lv 16); Snore (Lv 20); Brine (Lv 24); Aurora Beam (Lv 28); Encore (Lv 33); Body Slam (Lv 36); Surf (Lv 40); Blizzard (Lv 44); Hail (Lv 48); Sheer Cold (Lv 52)
364,Sealeo,Ice,Water,90,60,70,75,70,45,410,Swagger (Lv 0); Rollout (Lv 1); Defense Curl (Lv 1); Growl (Lv 1); Water Gun (Lv 1); Powder Snow (Lv 12); Rest (Lv 16); Snore (Lv 20); Brine (Lv 24); Aurora Beam (Lv 28); Encore (Lv 35); Body Slam (Lv 40); Surf (Lv 46); Blizzard (Lv 52); Hail (Lv 58); Sheer Cold (Lv 64)
365,Walrein,Ice,Water,110,80,90,95,90,65,530,Swagger (Lv 1); Crunch (Lv 1); Ice Fang (Lv 1); Rollout (Lv 1); Defense Curl (Lv 1); Growl (Lv 1); Water Gun (Lv 1); Powder Snow (Lv 12); Rest (Lv 16); Snore (Lv 20); Brine (Lv 24); Aurora Beam (Lv 28); Encore (Lv 35); Body Slam (Lv 40); Surf (Lv 48); Blizzard (Lv 56); Hail (Lv 64); Sheer Cold (Lv 72)
366,Clamperl,Water,,35,64,85,74,55,32,345,Clamp (Lv 1); Water Gun (Lv 1); Whirlpool (Lv 1); Iron Defense (Lv 1); Shell Smash (Lv 50)
367,Huntail,Water,,55,104,105,94,75,52,485,Whirlpool (Lv 1); Bite (Lv 1); Screech (Lv 5); Scary Face (Lv 9); Feint Attack (Lv 11); Water Pulse (Lv 14); Ice Fang (Lv 16); Brine (Lv 19); Sucker Punch (Lv 23); Dive (Lv 26); Baton Pass (Lv 29); Crunch (Lv 34); Aqua Tail (Lv 39); Coil (Lv 45); Hydro Pump (Lv 50)
368,Gorebyss,Water,,55,84,105,114,75,52,485,Whirlpool (Lv 1); Confusion (Lv 1); Water Sport (Lv 5); Agility (Lv 9); Draining Kiss (Lv 11); Water Pulse (Lv 14); Amnesia (Lv 16); Aqua Ring (Lv 19); Captivate (Lv 23); Dive (Lv 26); Baton Pass (Lv 29); Psychic (Lv 34); Aqua Tail (Lv 39); Coil (Lv 45); Hydro Pump (Lv 50)
369,Relicanth,Water,Rock,100,90,130,45,65,55,485,Tackle (Lv 1); Harden (Lv 1); Water Gun (Lv 5); Ancient Power (Lv 10); Yawn (Lv 15); Dive (Lv 20); Take Down (Lv 25); Aqua Tail (Lv 30); Rest (Lv 35); Flail (Lv 40); Hydro Pump (Lv 45); Double-Edge (Lv 50); Head Smash (Lv 55)
370,Luvdisc,Water,,43,30,55,40,65,97,330,Tackle (Lv 1); Charm (Lv 1); Water Gun (Lv 4); Agility (Lv 7); Wish (Lv 13); Water Pulse (Lv 17); Attract (Lv 20); Draining Kiss (Lv 22); Flail (Lv 26); Sweet Kiss (Lv 31); Take Down (Lv 34); Baby-Doll Eyes (Lv 37); Aqua Ring (Lv 40); Soak (Lv 42); Hydro Pump (Lv 46); Safeguard (Lv 49)
371,Bagon,Dragon,,45,75,60,40,30,50,300,Leer (Lv 1); Ember (Lv 1); Bite (Lv 5); Dragon Breath (Lv 10); Headbutt (Lv 15); Scary Face (Lv 20); Crunch (Lv 25); Dragon Claw (Lv 31); Zen Headbutt (Lv 35); Focus Energy (Lv 40); Flamethrower (Lv 45); Outrage (Lv 50); Double-Edge (Lv 55)
372,Shelgon,Dragon,,65,95,100,60,50,50,420,Protect (Lv 0); Leer (Lv 1); Bite (Lv 1); Ember (Lv 1); Dragon Breath (Lv 1); Headbutt (Lv 15); Scary Face (Lv 20); Crunch (Lv 25); Dragon Claw (Lv 33); Zen Headbutt (Lv 39); Focus Energy (Lv 46); Flamethrower (Lv 53); Outrage (Lv 60); Double-Edge (Lv 67)
373,Salamence,Dragon,Flying,95,135,80,110,80,100,600,Fly (Lv 0); Roost (Lv 1); Dragon Breath (Lv 1); Dragon Tail (Lv 1); Ember (Lv 1); Dual Wingbeat (Lv 1); Leer (Lv 1); Bite (Lv 1); Protect (Lv 1); Headbutt (Lv 15); Scary Face (Lv 20); Crunch (Lv 25); Dragon Claw (Lv 33); Zen Headbutt (Lv 39); Focus Energy (Lv 46); Flamethrower (Lv 55); Double-Edge (Lv 73)
374,Beldum,Steel,Psychic,40,55,80,35,60,30,300,Tackle (Lv 1)
375,Metang,Steel,Psychic,60,75,100,55,80,50,420,Confusion (Lv 0); Metal Claw (Lv 0); Tackle (Lv 1); Bullet Punch (Lv 1); Hone Claws (Lv 1); Zen Headbutt (Lv 6); Magnet Rise (Lv 12); Flash Cannon (Lv 18); Take Down (Lv 26); Psychic (Lv 34); Scary Face (Lv 42); Meteor Mash (Lv 50); Iron Defense (Lv 58); Agility (Lv 66); Hyper Beam (Lv 74)
376,Metagross,Steel,Psychic,80,135,130,95,90,70,600,Hammer Arm (Lv 0); Tackle (Lv 1); Confusion (Lv 1); Metal Claw (Lv 1); Bullet Punch (Lv 1); Zen Headbutt (Lv 6); Magnet Rise (Lv 12); Flash Cannon (Lv 16); Take Down (Lv 26); Psychic (Lv 34); Scary Face (Lv 42); Meteor Mash (Lv 52); Iron Defense (Lv 62); Agility (Lv 72); Hyper Beam (Lv 82)
377,Regirock,Rock,,80,100,200,50,100,50,580,Rock Throw (Lv 1); Charge Beam (Lv 1); Bulldoze (Lv 6); Ancient Power (Lv 12); Stomp (Lv 18); Rock Slide (Lv 24); Curse (Lv 30); Iron Defense (Lv 36); Hammer Arm (Lv 42); Stone Edge (Lv 48); Superpower (Lv 54); Lock-On (Lv 60); Zap Cannon (Lv 66); Hyper Beam (Lv 72); Explosion (Lv 78)
378,Regice,Ice,,80,50,100,100,200,50,580,Icy Wind (Lv 1); Charge Beam (Lv 1); Bulldoze (Lv 6); Ancient Power (Lv 12); Stomp (Lv 18); Ice Beam (Lv 24); Curse (Lv 30); Amnesia (Lv 36); Hammer Arm (Lv 42); Blizzard (Lv 48); Superpower (Lv 54); Lock-On (Lv 60); Zap Cannon (Lv 66); Hyper Beam (Lv 72); Explosion (Lv 78)
379,Registeel,Steel,,80,75,150,75,150,50,580,Metal Claw (Lv 1); Charge Beam (Lv 1); Bulldoze (Lv 6); Ancient Power (Lv 12); Stomp (Lv 18); Flash Cannon (Lv 24); Iron Head (Lv 24); Curse (Lv 30); Amnesia (Lv 36); Iron Defense (Lv 36); Hammer Arm (Lv 42); Heavy Slam (Lv 48); Superpower (Lv 54); Lock-On (Lv 60); Zap Cannon (Lv 66); Hyper Beam (Lv 72); Explosion (Lv 78)
380,Latias,Dragon,Psychic,80,80,90,110,130,110,600,Charm (Lv 1); Stored Power (Lv 1); Helping Hand (Lv 5); Recover (Lv 10); Confusion (Lv 15); Tailwind (Lv 20); Dragon Breath (Lv 25); Wish (Lv 30); Mist Ball (Lv 35); Zen Headbutt (Lv 40); Dragon Pulse (Lv 45); Heal Pulse (Lv 50); Reflect Type (Lv 55); Psychic (Lv 60); Guard Split (Lv 65); Healing Wish (Lv 70)
381,Latios,Dragon,Psychic,80,90,80,130,110,110,600,Dragon Dance (Lv 1); Stored Power (Lv 1); Helping Hand (Lv 5); Recover (Lv 10); Confusion (Lv 15); Tailwind (Lv 20); Dragon Breath (Lv 25); Ally Switch (Lv 30); Luster Purge (Lv 35); Zen Headbutt (Lv 40); Dragon Pulse (Lv 45); Heal Pulse (Lv 50); Simple Beam (Lv 55); Psychic (Lv 60); Power Split (Lv 65); Memento (Lv 70)
382,Kyogre,Water,,100,100,90,150,140,90,670,Body Slam (Lv 1); Scary Face (Lv 1); Ancient Power (Lv 1); Water Pulse (Lv 1); Origin Pulse (Lv 1); Aqua Tail (Lv 9); Calm Mind (Lv 18); Muddy Water (Lv 27); Ice Beam (Lv 36); Sheer Cold (Lv 45); Aqua Ring (Lv 54); Hydro Pump (Lv 72); Double-Edge (Lv 81); Water Spout (Lv 90)
383,Groudon,Ground,,100,150,140,100,90,90,670,Scary Face (Lv 1); Ancient Power (Lv 1); Mud Shot (Lv 1); Lava Plume (Lv 1); Precipice Blades (Lv 1); Earth Power (Lv 9); Bulk Up (Lv 18); Earthquake (Lv 27); Hammer Arm (Lv 36); Fissure (Lv 45); Rest (Lv 54); Fire Blast (Lv 72); Solar Beam (Lv 81); Eruption (Lv 90)
384,Rayquaza,Dragon,Flying,105,150,90,150,90,95,680,Scary Face (Lv 1); Twister (Lv 1); Ancient Power (Lv 1); Air Slash (Lv 1); Dragon Ascent (Lv 1); Crunch (Lv 9); Dragon Dance (Lv 18); Extreme Speed (Lv 27); Dragon Pulse (Lv 36); Hyper Voice (Lv 45); Rest (Lv 54); Fly (Lv 63); Hurricane (Lv 72); Outrage (Lv 81); Hyper Beam (Lv 90)
385,Jirachi,Steel,Psychic,100,100,100,100,100,100,600,Confusion (Lv 1); Wish (Lv 1); Swift (Lv 7); Life Dew (Lv 21); Zen Headbutt (Lv 28); Gravity (Lv 35); Psychic (Lv 42); Meteor Mash (Lv 49); Healing Wish (Lv 56); Rest (Lv 63); Future Sight (Lv 70); Double-Edge (Lv 77); Cosmic Power (Lv 84); Last Resort (Lv 91); Doom Desire (Lv 98)
386,Deoxys,Psychic,,50,150,50,150,50,150,600,Wrap (Lv 1); Leer (Lv 1); Night Shade (Lv 7); Teleport (Lv 13); Knock Off (Lv 19); Psyshock (Lv 25); Psychic (Lv 31); Gravity (Lv 37); Skill Swap (Lv 43); Zen Headbutt (Lv 49); Cosmic Power (Lv 55); Recover (Lv 61); Psycho Boost (Lv 67); Hyper Beam (Lv 73)
387,Turtwig,Grass,,55,68,64,45,55,31,318,Tackle (Lv 1); Withdraw (Lv 5); Absorb (Lv 9); Razor Leaf (Lv 13); Curse (Lv 17); Bite (Lv 21); Mega Drain (Lv 25); Leech Seed (Lv 29); Synthesis (Lv 33); Crunch (Lv 37); Giga Drain (Lv 41); Leaf Storm (Lv 45)
388,Grotle,Grass,,75,89,85,55,65,36,405,Tackle (Lv 1); Absorb (Lv 1); Withdraw (Lv 1); Razor Leaf (Lv 13); Curse (Lv 17); Bite (Lv 22); Mega Drain (Lv 27); Leech Seed (Lv 32); Synthesis (Lv 37); Crunch (Lv 42); Giga Drain (Lv 47); Leaf Storm (Lv 52)
389,Torterra,Grass,Ground,95,109,105,75,85,56,525,Earthquake (Lv 0); Tackle (Lv 1); Absorb (Lv 1); Razor Leaf (Lv 1); Withdraw (Lv 1); Wood Hammer (Lv 1); Curse (Lv 17); Bite (Lv 22); Mega Drain (Lv 27); Leech Seed (Lv 33); Synthesis (Lv 39); Crunch (Lv 45); Giga Drain (Lv 51); Leaf Storm (Lv 57); Headlong Rush (Lv 63)
390,Chimchar,Fire,,44,58,44,58,44,61,309,Scratch (Lv 1); Leer (Lv 1); Ember (Lv 7); Taunt (Lv 9); Fury Swipes (Lv 15); Flame Wheel (Lv 17); Nasty Plot (Lv 23); Torment (Lv 25); Facade (Lv 31); Fire Spin (Lv 33); Acrobatics (Lv 39); Slack Off (Lv 41); Flamethrower (Lv 47)
391,Monferno,Fire,Fighting,64,78,52,78,52,81,405,Mach Punch (Lv 0); Scratch (Lv 1); Leer (Lv 1); Ember (Lv 1); Taunt (Lv 9); Fury Swipes (Lv 16); Flame Wheel (Lv 19); Feint (Lv 26); Torment (Lv 29); Close Combat (Lv 36); Fire Spin (Lv 39); Acrobatics (Lv 46); Slack Off (Lv 49); Flare Blitz (Lv 56)
392,Infernape,Fire,Fighting,76,104,71,104,71,108,534,Close Combat (Lv 0); Scratch (Lv 1); Leer (Lv 1); Ember (Lv 1); Mach Punch (Lv 1); Fury Swipes (Lv 16); Flame Wheel (Lv 19); Feint (Lv 26); Torment (Lv 29); Fire Spin (Lv 42); Flare Blitz (Lv 47); Acrobatics (Lv 52); Calm Mind (Lv 58); Raging Fury (Lv 65)
